updated_type,updated_subtype,longitude,latitude,count
HAZARD,Weather,-87.6,41.83,2
HAZARD,Weather,-87.6,41.89,2
HAZARD,Weather,-87.59,41.66,221
HAZARD,Weather,-87.59,41.67,9
HAZARD,Weather,-87.59,41.7,46
HAZARD,Weather,-87.59,41.71,55
HAZARD,Weather,-87.59,41.72,5
HAZARD,Weather,-87.59,41.73,5
HAZARD,Weather,-87.59,41.74,2
HAZARD,Weather,-87.59,41.75,9
HAZARD,Weather,-87.59,41.76,2
HAZARD,Weather,-87.59,41.77,5
HAZARD,Weather,-87.59,41.78,9
HAZARD,Weather,-87.59,41.79,14
HAZARD,Weather,-87.59,41.8,10
HAZARD,Weather,-87.59,41.81,17
HAZARD,Weather,-87.59,41.82,2
HAZARD,Weather,-87.58,41.65,71
HAZARD,Weather,-87.58,41.66,25
HAZARD,Weather,-87.58,41.71,9
HAZARD,Weather,-87.58,41.72,6
HAZARD,Weather,-87.58,41.73,1
HAZARD,Weather,-87.58,41.74,10
HAZARD,Weather,-87.58,41.75,2
HAZARD,Weather,-87.58,41.76,2
HAZARD,Weather,-87.58,41.77,2
HAZARD,Weather,-87.58,41.78,29
HAZARD,Weather,-87.58,41.79,5
HAZARD,Weather,-87.58,41.8,7
HAZARD,Weather,-87.58,41.81,1
HAZARD,Weather,-87.57,41.66,7
HAZARD,Weather,-87.57,41.7,1
HAZARD,Weather,-87.57,41.72,4
HAZARD,Weather,-87.57,41.73,2
HAZARD,Weather,-87.57,41.74,5
HAZARD,Weather,-87.57,41.75,4
HAZARD,Weather,-87.57,41.76,2
HAZARD,Weather,-87.57,41.77,6
HAZARD,Weather,-87.57,41.78,7
HAZARD,Weather,-87.56,41.65,6
HAZARD,Weather,-87.56,41.66,13
HAZARD,Weather,-87.56,41.67,1
HAZARD,Weather,-87.56,41.69,3
HAZARD,Weather,-87.56,41.7,3
HAZARD,Weather,-87.56,41.71,1
HAZARD,Weather,-87.56,41.72,3
HAZARD,Weather,-87.56,41.73,6
HAZARD,Weather,-87.56,41.74,3
HAZARD,Weather,-87.56,41.75,4
HAZARD,Weather,-87.56,41.76,1
HAZARD,Weather,-87.56,41.77,1
JAM,Heavy Traffic,-87.91,41.98,11
JAM,Heavy Traffic,-87.9,41.94,1
JAM,Heavy Traffic,-87.9,41.95,3
JAM,Heavy Traffic,-87.9,41.98,87
JAM,Heavy Traffic,-87.89,41.95,4
JAM,Heavy Traffic,-87.89,41.96,17
JAM,Heavy Traffic,-87.89,41.97,7
JAM,Heavy Traffic,-87.89,41.98,80
JAM,Heavy Traffic,-87.89,41.99,1
JAM,Heavy Traffic,-87.89,42.0,1
JAM,Heavy Traffic,-87.88,41.96,31
JAM,Heavy Traffic,-87.88,41.98,70
JAM,Heavy Traffic,-87.88,41.99,3
JAM,Heavy Traffic,-87.87,42.01,1
JAM,Heavy Traffic,-87.86,41.98,1
JAM,Heavy Traffic,-87.85,41.95,4
JAM,Heavy Traffic,-87.85,41.97,10
JAM,Heavy Traffic,-87.85,41.98,21
JAM,Heavy Traffic,-87.85,41.99,1
JAM,Heavy Traffic,-87.84,41.94,56
JAM,Heavy Traffic,-87.84,41.95,121
JAM,Heavy Traffic,-87.84,41.96,68
JAM,Heavy Traffic,-87.84,41.97,2
JAM,Heavy Traffic,-87.84,41.98,507
JAM,Heavy Traffic,-87.84,41.99,14
JAM,Heavy Traffic,-87.83,41.94,13
JAM,Heavy Traffic,-87.83,41.95,34
JAM,Heavy Traffic,-87.83,41.98,610
JAM,Heavy Traffic,-87.83,41.99,3
JAM,Heavy Traffic,-87.82,41.94,1
JAM,Heavy Traffic,-87.82,41.95,18
JAM,Heavy Traffic,-87.82,41.97,8
JAM,Heavy Traffic,-87.82,41.98,1091
JAM,Heavy Traffic,-87.82,41.99,3
JAM,Heavy Traffic,-87.82,42.0,70
JAM,Heavy Traffic,-87.82,42.01,15
JAM,Heavy Traffic,-87.81,41.92,62
JAM,Heavy Traffic,-87.81,41.93,68
JAM,Heavy Traffic,-87.81,41.94,105
JAM,Heavy Traffic,-87.81,41.95,102
JAM,Heavy Traffic,-87.81,41.97,38
JAM,Heavy Traffic,-87.81,41.98,1417
JAM,Heavy Traffic,-87.81,41.99,26
JAM,Heavy Traffic,-87.81,42.0,191
JAM,Heavy Traffic,-87.81,42.02,6
JAM,Heavy Traffic,-87.8,41.76,17
JAM,Heavy Traffic,-87.8,41.77,5
JAM,Heavy Traffic,-87.8,41.78,124
JAM,Heavy Traffic,-87.8,41.79,175
JAM,Heavy Traffic,-87.8,41.8,38
JAM,Heavy Traffic,-87.8,41.91,2
JAM,Heavy Traffic,-87.8,41.92,38
JAM,Heavy Traffic,-87.8,41.93,25
JAM,Heavy Traffic,-87.8,41.94,36
JAM,Heavy Traffic,-87.8,41.95,182
JAM,Heavy Traffic,-87.8,41.96,33
JAM,Heavy Traffic,-87.8,41.98,1084
JAM,Heavy Traffic,-87.8,41.99,14
JAM,Heavy Traffic,-87.8,42.0,58
JAM,Heavy Traffic,-87.79,41.78,20
JAM,Heavy Traffic,-87.79,41.79,45
JAM,Heavy Traffic,-87.79,41.8,10
JAM,Heavy Traffic,-87.79,41.91,83
JAM,Heavy Traffic,-87.79,41.92,44
JAM,Heavy Traffic,-87.79,41.93,53
JAM,Heavy Traffic,-87.79,41.94,45
JAM,Heavy Traffic,-87.79,41.95,152
JAM,Heavy Traffic,-87.79,41.96,22
JAM,Heavy Traffic,-87.79,41.97,127
JAM,Heavy Traffic,-87.79,41.98,1972
JAM,Heavy Traffic,-87.79,41.99,101
JAM,Heavy Traffic,-87.79,42.0,297
JAM,Heavy Traffic,-87.79,42.01,1
JAM,Heavy Traffic,-87.78,41.78,17
JAM,Heavy Traffic,-87.78,41.79,72
JAM,Heavy Traffic,-87.78,41.87,241
JAM,Heavy Traffic,-87.78,41.91,43
JAM,Heavy Traffic,-87.78,41.92,60
JAM,Heavy Traffic,-87.78,41.93,38
JAM,Heavy Traffic,-87.78,41.94,59
JAM,Heavy Traffic,-87.78,41.95,63
JAM,Heavy Traffic,-87.78,41.96,33
JAM,Heavy Traffic,-87.78,41.97,69
JAM,Heavy Traffic,-87.78,41.98,2428
JAM,Heavy Traffic,-87.78,41.99,7
JAM,Heavy Traffic,-87.78,42.0,240
JAM,Heavy Traffic,-87.77,41.78,5
JAM,Heavy Traffic,-87.77,41.79,62
JAM,Heavy Traffic,-87.77,41.8,4
JAM,Heavy Traffic,-87.77,41.87,1015
JAM,Heavy Traffic,-87.77,41.88,64
JAM,Heavy Traffic,-87.77,41.89,47
JAM,Heavy Traffic,-87.77,41.9,65
JAM,Heavy Traffic,-87.77,41.91,110
JAM,Heavy Traffic,-87.77,41.92,116
JAM,Heavy Traffic,-87.77,41.93,70
JAM,Heavy Traffic,-87.77,41.94,65
JAM,Heavy Traffic,-87.77,41.95,75
JAM,Heavy Traffic,-87.77,41.96,73
JAM,Heavy Traffic,-87.77,41.97,2057
JAM,Heavy Traffic,-87.77,41.98,1345
JAM,Heavy Traffic,-87.77,41.99,222
JAM,Heavy Traffic,-87.77,42.0,264
JAM,Heavy Traffic,-87.77,42.01,9
JAM,Heavy Traffic,-87.76,41.77,1
JAM,Heavy Traffic,-87.76,41.78,25
JAM,Heavy Traffic,-87.76,41.79,115
JAM,Heavy Traffic,-87.76,41.8,75
JAM,Heavy Traffic,-87.76,41.81,95
JAM,Heavy Traffic,-87.76,41.87,987
JAM,Heavy Traffic,-87.76,41.88,68
JAM,Heavy Traffic,-87.76,41.89,80
JAM,Heavy Traffic,-87.76,41.9,61
JAM,Heavy Traffic,-87.76,41.91,84
JAM,Heavy Traffic,-87.76,41.92,227
JAM,Heavy Traffic,-87.76,41.93,63
JAM,Heavy Traffic,-87.76,41.94,34
JAM,Heavy Traffic,-87.76,41.95,76
JAM,Heavy Traffic,-87.76,41.96,200
JAM,Heavy Traffic,-87.76,41.97,2752
JAM,Heavy Traffic,-87.76,41.98,450
JAM,Heavy Traffic,-87.76,41.99,97
JAM,Heavy Traffic,-87.76,42.0,314
JAM,Heavy Traffic,-87.75,41.78,9
JAM,Heavy Traffic,-87.75,41.79,12
JAM,Heavy Traffic,-87.75,41.8,2
JAM,Heavy Traffic,-87.75,41.81,48
JAM,Heavy Traffic,-87.75,41.82,276
JAM,Heavy Traffic,-87.75,41.87,877
JAM,Heavy Traffic,-87.75,41.88,85
JAM,Heavy Traffic,-87.75,41.89,82
JAM,Heavy Traffic,-87.75,41.9,277
JAM,Heavy Traffic,-87.75,41.91,71
JAM,Heavy Traffic,-87.75,41.92,93
JAM,Heavy Traffic,-87.75,41.93,66
JAM,Heavy Traffic,-87.75,41.94,75
JAM,Heavy Traffic,-87.75,41.95,340
JAM,Heavy Traffic,-87.75,41.96,1820
JAM,Heavy Traffic,-87.75,41.97,2399
JAM,Heavy Traffic,-87.75,41.98,2194
JAM,Heavy Traffic,-87.75,41.99,866
JAM,Heavy Traffic,-87.75,42.0,61
JAM,Heavy Traffic,-87.74,41.74,20
JAM,Heavy Traffic,-87.74,41.75,45
JAM,Heavy Traffic,-87.74,41.76,1
JAM,Heavy Traffic,-87.74,41.77,46
JAM,Heavy Traffic,-87.74,41.78,159
JAM,Heavy Traffic,-87.74,41.79,235
JAM,Heavy Traffic,-87.74,41.8,169
JAM,Heavy Traffic,-87.74,41.81,339
JAM,Heavy Traffic,-87.74,41.82,1251
JAM,Heavy Traffic,-87.74,41.84,35
JAM,Heavy Traffic,-87.74,41.85,79
JAM,Heavy Traffic,-87.74,41.86,16
JAM,Heavy Traffic,-87.74,41.87,828
JAM,Heavy Traffic,-87.74,41.88,95
JAM,Heavy Traffic,-87.74,41.89,13
JAM,Heavy Traffic,-87.74,41.9,60
JAM,Heavy Traffic,-87.74,41.91,41
JAM,Heavy Traffic,-87.74,41.92,50
JAM,Heavy Traffic,-87.74,41.93,46
JAM,Heavy Traffic,-87.74,41.94,66
JAM,Heavy Traffic,-87.74,41.95,311
JAM,Heavy Traffic,-87.74,41.96,2945
JAM,Heavy Traffic,-87.74,41.97,349
JAM,Heavy Traffic,-87.74,41.98,62
JAM,Heavy Traffic,-87.74,41.99,54
JAM,Heavy Traffic,-87.74,42.0,15
JAM,Heavy Traffic,-87.73,41.74,3
JAM,Heavy Traffic,-87.73,41.75,4
JAM,Heavy Traffic,-87.73,41.77,17
JAM,Heavy Traffic,-87.73,41.78,32
JAM,Heavy Traffic,-87.73,41.79,45
JAM,Heavy Traffic,-87.73,41.8,33
JAM,Heavy Traffic,-87.73,41.81,38
JAM,Heavy Traffic,-87.73,41.82,705
JAM,Heavy Traffic,-87.73,41.84,109
JAM,Heavy Traffic,-87.73,41.85,118
JAM,Heavy Traffic,-87.73,41.86,23
JAM,Heavy Traffic,-87.73,41.87,689
JAM,Heavy Traffic,-87.73,41.88,87
JAM,Heavy Traffic,-87.73,41.89,34
JAM,Heavy Traffic,-87.73,41.9,201
JAM,Heavy Traffic,-87.73,41.91,143
JAM,Heavy Traffic,-87.73,41.92,138
JAM,Heavy Traffic,-87.73,41.93,115
JAM,Heavy Traffic,-87.73,41.94,246
JAM,Heavy Traffic,-87.73,41.95,2089
JAM,Heavy Traffic,-87.73,41.96,857
JAM,Heavy Traffic,-87.73,41.97,225
JAM,Heavy Traffic,-87.73,41.98,220
JAM,Heavy Traffic,-87.73,41.99,123
JAM,Heavy Traffic,-87.73,42.0,46
JAM,Heavy Traffic,-87.72,41.68,2
JAM,Heavy Traffic,-87.72,41.69,3
JAM,Heavy Traffic,-87.72,41.74,68
JAM,Heavy Traffic,-87.72,41.75,25
JAM,Heavy Traffic,-87.72,41.76,28
JAM,Heavy Traffic,-87.72,41.77,29
JAM,Heavy Traffic,-87.72,41.78,72
JAM,Heavy Traffic,-87.72,41.79,79
JAM,Heavy Traffic,-87.72,41.8,106
JAM,Heavy Traffic,-87.72,41.81,149
JAM,Heavy Traffic,-87.72,41.82,729
JAM,Heavy Traffic,-87.72,41.83,244
JAM,Heavy Traffic,-87.72,41.84,94
JAM,Heavy Traffic,-87.72,41.85,89
JAM,Heavy Traffic,-87.72,41.86,14
JAM,Heavy Traffic,-87.72,41.87,743
JAM,Heavy Traffic,-87.72,41.88,125
JAM,Heavy Traffic,-87.72,41.89,95
JAM,Heavy Traffic,-87.72,41.9,228
JAM,Heavy Traffic,-87.72,41.91,79
JAM,Heavy Traffic,-87.72,41.92,103
JAM,Heavy Traffic,-87.72,41.93,121
JAM,Heavy Traffic,-87.72,41.94,1212
JAM,Heavy Traffic,-87.72,41.95,2344
JAM,Heavy Traffic,-87.72,41.96,236
JAM,Heavy Traffic,-87.72,41.97,96
JAM,Heavy Traffic,-87.72,41.98,282
JAM,Heavy Traffic,-87.72,41.99,49
JAM,Heavy Traffic,-87.72,42.0,116
JAM,Heavy Traffic,-87.71,41.69,5
JAM,Heavy Traffic,-87.71,41.7,1
JAM,Heavy Traffic,-87.71,41.74,27
JAM,Heavy Traffic,-87.71,41.75,19
JAM,Heavy Traffic,-87.71,41.76,5
JAM,Heavy Traffic,-87.71,41.77,5
JAM,Heavy Traffic,-87.71,41.78,11
JAM,Heavy Traffic,-87.71,41.79,26
JAM,Heavy Traffic,-87.71,41.8,21
JAM,Heavy Traffic,-87.71,41.81,83
JAM,Heavy Traffic,-87.71,41.83,569
JAM,Heavy Traffic,-87.71,41.84,62
JAM,Heavy Traffic,-87.71,41.85,51
JAM,Heavy Traffic,-87.71,41.86,32
JAM,Heavy Traffic,-87.71,41.87,524
JAM,Heavy Traffic,-87.71,41.88,46
JAM,Heavy Traffic,-87.71,41.89,37
JAM,Heavy Traffic,-87.71,41.9,148
JAM,Heavy Traffic,-87.71,41.91,76
JAM,Heavy Traffic,-87.71,41.92,113
JAM,Heavy Traffic,-87.71,41.93,416
JAM,Heavy Traffic,-87.71,41.94,2731
JAM,Heavy Traffic,-87.71,41.95,729
JAM,Heavy Traffic,-87.71,41.96,344
JAM,Heavy Traffic,-87.71,41.97,565
JAM,Heavy Traffic,-87.71,41.98,558
JAM,Heavy Traffic,-87.71,41.99,552
JAM,Heavy Traffic,-87.71,42.0,216
JAM,Heavy Traffic,-87.71,42.01,71
JAM,Heavy Traffic,-87.7,41.68,1
JAM,Heavy Traffic,-87.7,41.69,18
JAM,Heavy Traffic,-87.7,41.74,24
JAM,Heavy Traffic,-87.7,41.75,42
JAM,Heavy Traffic,-87.7,41.76,7
JAM,Heavy Traffic,-87.7,41.77,19
JAM,Heavy Traffic,-87.7,41.78,28
JAM,Heavy Traffic,-87.7,41.79,51
JAM,Heavy Traffic,-87.7,41.8,53
JAM,Heavy Traffic,-87.7,41.81,67
JAM,Heavy Traffic,-87.7,41.82,73
JAM,Heavy Traffic,-87.7,41.83,952
JAM,Heavy Traffic,-87.7,41.84,104
JAM,Heavy Traffic,-87.7,41.85,108
JAM,Heavy Traffic,-87.7,41.86,148
JAM,Heavy Traffic,-87.7,41.87,157
JAM,Heavy Traffic,-87.7,41.88,438
JAM,Heavy Traffic,-87.7,41.89,153
JAM,Heavy Traffic,-87.7,41.9,316
JAM,Heavy Traffic,-87.7,41.91,354
JAM,Heavy Traffic,-87.7,41.92,731
JAM,Heavy Traffic,-87.7,41.93,2017
JAM,Heavy Traffic,-87.7,41.94,1718
JAM,Heavy Traffic,-87.7,41.95,628
JAM,Heavy Traffic,-87.7,41.96,390
JAM,Heavy Traffic,-87.7,41.97,130
JAM,Heavy Traffic,-87.7,41.98,152
JAM,Heavy Traffic,-87.7,41.99,295
JAM,Heavy Traffic,-87.7,42.0,115
JAM,Heavy Traffic,-87.7,42.01,142
JAM,Heavy Traffic,-87.7,42.02,1
JAM,Heavy Traffic,-87.69,41.69,15
JAM,Heavy Traffic,-87.69,41.7,1
JAM,Heavy Traffic,-87.69,41.71,12
JAM,Heavy Traffic,-87.69,41.74,2
JAM,Heavy Traffic,-87.69,41.75,6
JAM,Heavy Traffic,-87.69,41.76,9
JAM,Heavy Traffic,-87.69,41.77,7
JAM,Heavy Traffic,-87.69,41.78,23
JAM,Heavy Traffic,-87.69,41.79,45
JAM,Heavy Traffic,-87.69,41.8,25
JAM,Heavy Traffic,-87.69,41.81,37
JAM,Heavy Traffic,-87.69,41.82,59
JAM,Heavy Traffic,-87.69,41.83,402
JAM,Heavy Traffic,-87.69,41.84,233
JAM,Heavy Traffic,-87.69,41.85,36
JAM,Heavy Traffic,-87.69,41.86,159
JAM,Heavy Traffic,-87.69,41.87,113
JAM,Heavy Traffic,-87.69,41.88,684
JAM,Heavy Traffic,-87.69,41.89,236
JAM,Heavy Traffic,-87.69,41.9,252
JAM,Heavy Traffic,-87.69,41.91,168
JAM,Heavy Traffic,-87.69,41.92,338
JAM,Heavy Traffic,-87.69,41.93,2514
JAM,Heavy Traffic,-87.69,41.94,325
JAM,Heavy Traffic,-87.69,41.95,448
JAM,Heavy Traffic,-87.69,41.96,369
JAM,Heavy Traffic,-87.69,41.97,500
JAM,Heavy Traffic,-87.69,41.98,596
JAM,Heavy Traffic,-87.69,41.99,402
JAM,Heavy Traffic,-87.69,42.0,173
JAM,Heavy Traffic,-87.69,42.01,181
JAM,Heavy Traffic,-87.69,42.02,2
JAM,Heavy Traffic,-87.68,41.69,9
JAM,Heavy Traffic,-87.68,41.7,4
JAM,Heavy Traffic,-87.68,41.71,50
JAM,Heavy Traffic,-87.68,41.72,18
JAM,Heavy Traffic,-87.68,41.73,2
JAM,Heavy Traffic,-87.68,41.74,9
JAM,Heavy Traffic,-87.68,41.75,10
JAM,Heavy Traffic,-87.68,41.76,34
JAM,Heavy Traffic,-87.68,41.77,40
JAM,Heavy Traffic,-87.68,41.78,79
JAM,Heavy Traffic,-87.68,41.79,76
JAM,Heavy Traffic,-87.68,41.8,57
JAM,Heavy Traffic,-87.68,41.81,59
JAM,Heavy Traffic,-87.68,41.82,216
JAM,Heavy Traffic,-87.68,41.83,136
JAM,Heavy Traffic,-87.68,41.84,916
JAM,Heavy Traffic,-87.68,41.85,90
JAM,Heavy Traffic,-87.68,41.86,62
JAM,Heavy Traffic,-87.68,41.87,239
JAM,Heavy Traffic,-87.68,41.88,556
JAM,Heavy Traffic,-87.68,41.89,185
JAM,Heavy Traffic,-87.68,41.9,179
JAM,Heavy Traffic,-87.68,41.91,213
JAM,Heavy Traffic,-87.68,41.92,1960
JAM,Heavy Traffic,-87.68,41.93,1132
JAM,Heavy Traffic,-87.68,41.94,282
JAM,Heavy Traffic,-87.68,41.95,424
JAM,Heavy Traffic,-87.68,41.96,164
JAM,Heavy Traffic,-87.68,41.97,179
JAM,Heavy Traffic,-87.68,41.98,178
JAM,Heavy Traffic,-87.68,41.99,355
JAM,Heavy Traffic,-87.68,42.0,278
JAM,Heavy Traffic,-87.68,42.01,229
JAM,Heavy Traffic,-87.68,42.02,39
JAM,Heavy Traffic,-87.67,41.68,3
JAM,Heavy Traffic,-87.67,41.69,17
JAM,Heavy Traffic,-87.67,41.71,40
JAM,Heavy Traffic,-87.67,41.72,35
JAM,Heavy Traffic,-87.67,41.74,46
JAM,Heavy Traffic,-87.67,41.75,36
JAM,Heavy Traffic,-87.67,41.76,8
JAM,Heavy Traffic,-87.67,41.77,14
JAM,Heavy Traffic,-87.67,41.78,19
JAM,Heavy Traffic,-87.67,41.79,22
JAM,Heavy Traffic,-87.67,41.8,4
JAM,Heavy Traffic,-87.67,41.81,35
JAM,Heavy Traffic,-87.67,41.82,110
JAM,Heavy Traffic,-87.67,41.83,73
JAM,Heavy Traffic,-87.67,41.84,945
JAM,Heavy Traffic,-87.67,41.85,102
JAM,Heavy Traffic,-87.67,41.86,95
JAM,Heavy Traffic,-87.67,41.87,145
JAM,Heavy Traffic,-87.67,41.88,1067
JAM,Heavy Traffic,-87.67,41.89,330
JAM,Heavy Traffic,-87.67,41.9,324
JAM,Heavy Traffic,-87.67,41.91,1335
JAM,Heavy Traffic,-87.67,41.92,2458
JAM,Heavy Traffic,-87.67,41.93,743
JAM,Heavy Traffic,-87.67,41.94,515
JAM,Heavy Traffic,-87.67,41.95,539
JAM,Heavy Traffic,-87.67,41.96,259
JAM,Heavy Traffic,-87.67,41.97,302
JAM,Heavy Traffic,-87.67,41.98,277
JAM,Heavy Traffic,-87.67,41.99,467
JAM,Heavy Traffic,-87.67,42.0,237
JAM,Heavy Traffic,-87.67,42.01,42
JAM,Heavy Traffic,-87.67,42.02,14
JAM,Heavy Traffic,-87.66,41.68,3
JAM,Heavy Traffic,-87.66,41.69,43
JAM,Heavy Traffic,-87.66,41.7,7
JAM,Heavy Traffic,-87.66,41.71,95
JAM,Heavy Traffic,-87.66,41.72,61
JAM,Heavy Traffic,-87.66,41.73,8
JAM,Heavy Traffic,-87.66,41.74,19
JAM,Heavy Traffic,-87.66,41.75,16
JAM,Heavy Traffic,-87.66,41.76,14
JAM,Heavy Traffic,-87.66,41.77,18
JAM,Heavy Traffic,-87.66,41.78,45
JAM,Heavy Traffic,-87.66,41.79,29
JAM,Heavy Traffic,-87.66,41.8,31
JAM,Heavy Traffic,-87.66,41.81,51
JAM,Heavy Traffic,-87.66,41.82,13
JAM,Heavy Traffic,-87.66,41.83,2
JAM,Heavy Traffic,-87.66,41.84,1086
JAM,Heavy Traffic,-87.66,41.85,77
JAM,Heavy Traffic,-87.66,41.86,47
JAM,Heavy Traffic,-87.66,41.87,51
JAM,Heavy Traffic,-87.66,41.88,645
JAM,Heavy Traffic,-87.66,41.89,950
JAM,Heavy Traffic,-87.66,41.9,4323
JAM,Heavy Traffic,-87.66,41.91,2314
JAM,Heavy Traffic,-87.66,41.92,580
JAM,Heavy Traffic,-87.66,41.93,325
JAM,Heavy Traffic,-87.66,41.94,164
JAM,Heavy Traffic,-87.66,41.95,365
JAM,Heavy Traffic,-87.66,41.96,121
JAM,Heavy Traffic,-87.66,41.97,215
JAM,Heavy Traffic,-87.66,41.98,974
JAM,Heavy Traffic,-87.66,41.99,1458
JAM,Heavy Traffic,-87.66,42.0,348
JAM,Heavy Traffic,-87.66,42.01,108
JAM,Heavy Traffic,-87.65,41.69,2
JAM,Heavy Traffic,-87.65,41.7,4
JAM,Heavy Traffic,-87.65,41.71,110
JAM,Heavy Traffic,-87.65,41.72,35
JAM,Heavy Traffic,-87.65,41.73,4
JAM,Heavy Traffic,-87.65,41.74,17
JAM,Heavy Traffic,-87.65,41.75,9
JAM,Heavy Traffic,-87.65,41.76,1
JAM,Heavy Traffic,-87.65,41.77,5
JAM,Heavy Traffic,-87.65,41.78,12
JAM,Heavy Traffic,-87.65,41.79,18
JAM,Heavy Traffic,-87.65,41.8,16
JAM,Heavy Traffic,-87.65,41.81,10
JAM,Heavy Traffic,-87.65,41.82,17
JAM,Heavy Traffic,-87.65,41.83,17
JAM,Heavy Traffic,-87.65,41.84,232
JAM,Heavy Traffic,-87.65,41.85,1123
JAM,Heavy Traffic,-87.65,41.86,89
JAM,Heavy Traffic,-87.65,41.87,1404
JAM,Heavy Traffic,-87.65,41.88,4214
JAM,Heavy Traffic,-87.65,41.89,4194
JAM,Heavy Traffic,-87.65,41.9,612
JAM,Heavy Traffic,-87.65,41.91,591
JAM,Heavy Traffic,-87.65,41.92,269
JAM,Heavy Traffic,-87.65,41.93,445
JAM,Heavy Traffic,-87.65,41.94,394
JAM,Heavy Traffic,-87.65,41.95,395
JAM,Heavy Traffic,-87.65,41.96,460
JAM,Heavy Traffic,-87.65,41.97,303
JAM,Heavy Traffic,-87.65,41.98,302
JAM,Heavy Traffic,-87.65,41.99,98
JAM,Heavy Traffic,-87.64,41.66,6
JAM,Heavy Traffic,-87.64,41.67,3
JAM,Heavy Traffic,-87.64,41.68,4
JAM,Heavy Traffic,-87.64,41.69,5
JAM,Heavy Traffic,-87.64,41.7,2
JAM,Heavy Traffic,-87.64,41.71,104
JAM,Heavy Traffic,-87.64,41.72,120
JAM,Heavy Traffic,-87.64,41.73,4
JAM,Heavy Traffic,-87.64,41.74,30
JAM,Heavy Traffic,-87.64,41.75,44
JAM,Heavy Traffic,-87.64,41.76,6
JAM,Heavy Traffic,-87.64,41.77,12
JAM,Heavy Traffic,-87.64,41.78,8
JAM,Heavy Traffic,-87.64,41.79,18
JAM,Heavy Traffic,-87.64,41.8,3
JAM,Heavy Traffic,-87.64,41.81,8
JAM,Heavy Traffic,-87.64,41.82,4
JAM,Heavy Traffic,-87.64,41.83,23
JAM,Heavy Traffic,-87.64,41.84,12
JAM,Heavy Traffic,-87.64,41.85,2374
JAM,Heavy Traffic,-87.64,41.86,1455
JAM,Heavy Traffic,-87.64,41.87,1474
JAM,Heavy Traffic,-87.64,41.88,817
JAM,Heavy Traffic,-87.64,41.89,831
JAM,Heavy Traffic,-87.64,41.9,326
JAM,Heavy Traffic,-87.64,41.91,106
JAM,Heavy Traffic,-87.64,41.92,269
JAM,Heavy Traffic,-87.64,41.93,320
JAM,Heavy Traffic,-87.64,41.94,704
JAM,Heavy Traffic,-87.64,41.95,421
JAM,Heavy Traffic,-87.64,41.96,35
JAM,Heavy Traffic,-87.64,41.97,2
JAM,Heavy Traffic,-87.63,41.66,1
JAM,Heavy Traffic,-87.63,41.71,78
JAM,Heavy Traffic,-87.63,41.72,199
JAM,Heavy Traffic,-87.63,41.73,7
JAM,Heavy Traffic,-87.63,41.74,421
JAM,Heavy Traffic,-87.63,41.75,561
JAM,Heavy Traffic,-87.63,41.76,708
JAM,Heavy Traffic,-87.63,41.77,851
JAM,Heavy Traffic,-87.63,41.78,775
JAM,Heavy Traffic,-87.63,41.79,797
JAM,Heavy Traffic,-87.63,41.8,750
JAM,Heavy Traffic,-87.63,41.81,1195
JAM,Heavy Traffic,-87.63,41.82,1027
JAM,Heavy Traffic,-87.63,41.83,1331
JAM,Heavy Traffic,-87.63,41.84,1589
JAM,Heavy Traffic,-87.63,41.85,1107
JAM,Heavy Traffic,-87.63,41.86,108
JAM,Heavy Traffic,-87.63,41.87,253
JAM,Heavy Traffic,-87.63,41.88,400
JAM,Heavy Traffic,-87.63,41.89,596
JAM,Heavy Traffic,-87.63,41.9,497
JAM,Heavy Traffic,-87.63,41.91,927
JAM,Heavy Traffic,-87.63,41.92,371
JAM,Heavy Traffic,-87.63,41.93,492
JAM,Heavy Traffic,-87.63,41.94,160
JAM,Heavy Traffic,-87.63,41.96,1
JAM,Heavy Traffic,-87.62,41.66,17
JAM,Heavy Traffic,-87.62,41.67,1
JAM,Heavy Traffic,-87.62,41.69,2
JAM,Heavy Traffic,-87.62,41.71,412
JAM,Heavy Traffic,-87.62,41.72,852
JAM,Heavy Traffic,-87.62,41.73,775
JAM,Heavy Traffic,-87.62,41.74,325
JAM,Heavy Traffic,-87.62,41.75,228
JAM,Heavy Traffic,-87.62,41.76,27
JAM,Heavy Traffic,-87.62,41.77,77
JAM,Heavy Traffic,-87.62,41.78,36
JAM,Heavy Traffic,-87.62,41.79,16
JAM,Heavy Traffic,-87.62,41.8,1
JAM,Heavy Traffic,-87.62,41.81,5
JAM,Heavy Traffic,-87.62,41.82,8
JAM,Heavy Traffic,-87.62,41.83,4
JAM,Heavy Traffic,-87.62,41.84,17
JAM,Heavy Traffic,-87.62,41.85,642
JAM,Heavy Traffic,-87.62,41.86,604
JAM,Heavy Traffic,-87.62,41.87,1174
JAM,Heavy Traffic,-87.62,41.88,1053
JAM,Heavy Traffic,-87.62,41.89,476
JAM,Heavy Traffic,-87.62,41.9,1347
JAM,Heavy Traffic,-87.62,41.91,30
JAM,Heavy Traffic,-87.61,41.66,1
JAM,Heavy Traffic,-87.61,41.69,5
JAM,Heavy Traffic,-87.61,41.71,505
JAM,Heavy Traffic,-87.61,41.72,1
JAM,Heavy Traffic,-87.61,41.73,1
JAM,Heavy Traffic,-87.61,41.74,20
JAM,Heavy Traffic,-87.61,41.75,4
